date,sku,region,units_cf,price_cf
2024-09-16,OC_TP_KIDS,South,1752,71.59
2024-09-23,OC_TP_KIDS,South,2092,68.54
2024-09-30,OC_TP_KIDS,South,1911,65.65
2024-10-07,OC_TP_KIDS,South,1697,70.17
2024-10-14,OC_TP_KIDS,South,1510,68.73
2024-10-21,OC_TP_KIDS,South,1909,69.09
2024-10-28,OC_TP_KIDS,South,2254,70.06
2024-11-04,OC_TP_KIDS,South,1726,71.56
2024-11-11,OC_TP_KIDS,South,1640,65.4
2024-11-18,OC_TP_KIDS,South,2017,74.05
2024-11-25,OC_TP_KIDS,South,1775,65.83
2024-12-02,OC_TP_KIDS,South,1835,66.79
2024-12-09,OC_TP_KIDS,South,2145,68.07
2024-12-16,OC_TP_KIDS,South,1960,64.93
2024-12-23,OC_TP_KIDS,South,1720,72.82
2023-01-02,OC_TP_KIDS,West,1739,67.84
2023-01-09,OC_TP_KIDS,West,2032,67.58
2023-01-16,OC_TP_KIDS,West,1724,70.11
2023-01-23,OC_TP_KIDS,West,1367,76.55
2023-01-30,OC_TP_KIDS,West,1704,75.93
2023-02-06,OC_TP_KIDS,West,1554,71.4
2023-02-13,OC_TP_KIDS,West,1717,68.69
2023-02-20,OC_TP_KIDS,West,1712,75.7
2023-02-27,OC_TP_KIDS,West,1921,73.23
2023-03-06,OC_TP_KIDS,West,1628,71.66
2023-03-13,OC_TP_KIDS,West,1262,76.1
2023-03-20,OC_TP_KIDS,West,1578,73.24
2023-03-27,OC_TP_KIDS,West,1769,73.57
2023-04-03,OC_TP_KIDS,West,1774,67.94
2023-04-10,OC_TP_KIDS,West,1403,75.71
2023-04-17,OC_TP_KIDS,West,1845,73.25
2023-04-24,OC_TP_KIDS,West,1525,75.36
2023-05-01,OC_TP_KIDS,West,1785,72.05
2023-05-08,OC_TP_KIDS,West,1610,70.86
2023-05-15,OC_TP_KIDS,West,1566,73.01
2023-05-22,OC_TP_KIDS,West,1542,77.67
2023-05-29,OC_TP_KIDS,West,2070,73.7
2023-06-05,OC_TP_KIDS,West,1665,75.52
2023-06-12,OC_TP_KIDS,West,1619,67.65
2023-06-19,OC_TP_KIDS,West,1464,76.97
2023-06-26,OC_TP_KIDS,West,1678,74.52
2023-07-03,OC_TP_KIDS,West,1677,77.23
2023-07-10,OC_TP_KIDS,West,1714,67.95
2023-07-17,OC_TP_KIDS,West,1576,73.66
2023-07-24,OC_TP_KIDS,West,1973,69.81
2023-07-31,OC_TP_KIDS,West,1536,68.81
2023-08-07,OC_TP_KIDS,West,1271,76.3
2023-08-14,OC_TP_KIDS,West,1542,72.3
2023-08-21,OC_TP_KIDS,West,1728,68.22
2023-08-28,OC_TP_KIDS,West,1711,70.94
2023-09-04,OC_TP_KIDS,West,1795,70.77
2023-09-11,OC_TP_KIDS,West,1534,70.35
2023-09-18,OC_TP_KIDS,West,1856,74.06
2023-09-25,OC_TP_KIDS,West,1811,70.24
2023-10-02,OC_TP_KIDS,West,1673,77.04
2023-10-09,OC_TP_KIDS,West,1888,70.31
2023-10-16,OC_TP_KIDS,West,1791,73.62
2023-10-23,OC_TP_KIDS,West,1711,67.57
2023-10-30,OC_TP_KIDS,West,2205,69.6
2023-11-06,OC_TP_KIDS,West,2223,73.7
2023-11-13,OC_TP_KIDS,West,1698,73.15
2023-11-20,OC_TP_KIDS,West,1752,75.35
2023-11-27,OC_TP_KIDS,West,1609,74.19
2023-12-04,OC_TP_KIDS,West,2205,71.02
2023-12-11,OC_TP_KIDS,West,1760,74.97
2023-12-18,OC_TP_KIDS,West,2060,66.56
2023-12-25,OC_TP_KIDS,West,1857,71.98
2024-01-01,OC_TP_KIDS,West,1729,69.71
2024-01-08,OC_TP_KIDS,West,2102,71.22
2024-01-15,OC_TP_KIDS,West,2063,70.61
2024-01-22,OC_TP_KIDS,West,2493,64.87
2024-01-29,OC_TP_KIDS,West,1835,72.91
2024-02-05,OC_TP_KIDS,West,2027,71.71
2024-02-12,OC_TP_KIDS,West,1780,73.81
2024-02-19,OC_TP_KIDS,West,1629,71.22
2024-02-26,OC_TP_KIDS,West,2084,68.9
2024-03-04,OC_TP_KIDS,West,1648,67.81
2024-03-11,OC_TP_KIDS,West,1816,72.35
2024-03-18,OC_TP_KIDS,West,1894,74.09
2024-03-25,OC_TP_KIDS,West,2065,73.55
2024-04-01,OC_TP_KIDS,West,2367,72.41
2024-04-08,OC_TP_KIDS,West,1707,72.21
2024-04-15,OC_TP_KIDS,West,2417,64.87
2024-04-22,OC_TP_KIDS,West,1533,71.13
2024-04-29,OC_TP_KIDS,West,1875,71.35
2024-05-06,OC_TP_KIDS,West,1995,68.57
2024-05-13,OC_TP_KIDS,West,1575,70.25
2024-05-20,OC_TP_KIDS,West,1913,75.37
2024-05-27,OC_TP_KIDS,West,1544,72.7
2024-06-03,OC_TP_KIDS,West,2139,70.86
2024-06-10,OC_TP_KIDS,West,2004,70.07
2024-06-17,OC_TP_KIDS,West,1661,73.09
2024-06-24,OC_TP_KIDS,West,1697,77.29
2024-07-01,OC_TP_KIDS,West,2124,72.1
2024-07-08,OC_TP_KIDS,West,1697,72.74
2024-07-15,OC_TP_KIDS,West,1414,75.56
2024-07-22,OC_TP_KIDS,West,1553,73.96
2024-07-29,OC_TP_KIDS,West,1852,69.78
2024-08-05,OC_TP_KIDS,West,1868,68.97
2024-08-12,OC_TP_KIDS,West,1834,77.12
2024-08-19,OC_TP_KIDS,West,1996,72.51
2024-08-26,OC_TP_KIDS,West,1874,72.4
2024-09-02,OC_TP_KIDS,West,2175,67.51
2024-09-09,OC_TP_KIDS,West,1980,70.98
2024-09-16,OC_TP_KIDS,West,2484,71.1
2024-09-23,OC_TP_KIDS,West,1797,75.47
2024-09-30,OC_TP_KIDS,West,1904,73.78
2024-10-07,OC_TP_KIDS,West,2037,70.87
2024-10-14,OC_TP_KIDS,West,1979,70.11
2024-10-21,OC_TP_KIDS,West,2089,73.71
2024-10-28,OC_TP_KIDS,West,1796,68.94
2024-11-04,OC_TP_KIDS,West,2086,70.52
2024-11-11,OC_TP_KIDS,West,2336,70.87
2024-11-18,OC_TP_KIDS,West,2037,71.5
2024-11-25,OC_TP_KIDS,West,2088,63.9
2024-12-02,OC_TP_KIDS,West,1765,70.76
2024-12-09,OC_TP_KIDS,West,1816,73.52
2024-12-16,OC_TP_KIDS,West,2092,67.53
2024-12-23,OC_TP_KIDS,West,1885,70.01
2023-01-02,OC_TP_KIDS,East,1291,69.39
2023-01-09,OC_TP_KIDS,East,1273,68.53
2023-01-16,OC_TP_KIDS,East,1175,69.34
2023-01-23,OC_TP_KIDS,East,1494,67.4
2023-01-30,OC_TP_KIDS,East,1304,71.66
2023-02-06,OC_TP_KIDS,East,1225,66.25
2023-02-13,OC_TP_KIDS,East,1332,66.68
2023-02-20,OC_TP_KIDS,East,1524,68.79
2023-02-27,OC_TP_KIDS,East,1650,67.47
2023-03-06,OC_TP_KIDS,East,1183,68.37
2023-03-13,OC_TP_KIDS,East,1286,73.38
2023-03-20,OC_TP_KIDS,East,1220,66.33
2023-03-27,OC_TP_KIDS,East,1221,69.69
2023-04-03,OC_TP_KIDS,East,1240,65.87
2023-04-10,OC_TP_KIDS,East,1138,66.73
2023-04-17,OC_TP_KIDS,East,1296,66.65
2023-04-24,OC_TP_KIDS,East,1121,69.06
2023-05-01,OC_TP_KIDS,East,1088,65.68
2023-05-08,OC_TP_KIDS,East,1237,69.25
2023-05-15,OC_TP_KIDS,East,1119,68.07
2023-05-22,OC_TP_KIDS,East,1371,63.91
2023-05-29,OC_TP_KIDS,East,1227,71.26
2023-06-05,OC_TP_KIDS,East,1303,67.58
2023-06-12,OC_TP_KIDS,East,1039,70.99
2023-06-19,OC_TP_KIDS,East,1350,68.93
2023-06-26,OC_TP_KIDS,East,1335,65.82
2023-07-03,OC_TP_KIDS,East,1223,64.37
2023-07-10,OC_TP_KIDS,East,1266,68.34
2023-07-17,OC_TP_KIDS,East,1386,69.06
2023-07-24,OC_TP_KIDS,East,1080,76.17
2023-07-31,OC_TP_KIDS,East,1440,68.97
2023-08-07,OC_TP_KIDS,East,1240,64.91
2023-08-14,OC_TP_KIDS,East,1508,61.15
2023-08-21,OC_TP_KIDS,East,1228,66.28
2023-08-28,OC_TP_KIDS,East,1572,67.9
2023-09-04,OC_TP_KIDS,East,1414,67.14
2023-09-11,OC_TP_KIDS,East,1305,66.17
2023-09-18,OC_TP_KIDS,East,1388,65.19
2023-09-25,OC_TP_KIDS,East,1277,63.35
2023-10-02,OC_TP_KIDS,East,1580,68.23
2023-10-09,OC_TP_KIDS,East,1642,62.4
2023-10-16,OC_TP_KIDS,East,1731,63.68
2023-10-23,OC_TP_KIDS,East,1450,67.72
2023-10-30,OC_TP_KIDS,East,1668,66.66
2023-11-06,OC_TP_KIDS,East,1197,71.75
2023-11-13,OC_TP_KIDS,East,1375,66.82
2023-11-20,OC_TP_KIDS,East,1506,68.83
2023-11-27,OC_TP_KIDS,East,1442,66.67
2023-12-04,OC_TP_KIDS,East,1216,70.76
2023-12-11,OC_TP_KIDS,East,1585,65.49
2023-12-18,OC_TP_KIDS,East,1352,68.67
2023-12-25,OC_TP_KIDS,East,1302,62.38
2024-01-01,OC_TP_KIDS,East,1489,70.65
2024-01-08,OC_TP_KIDS,East,1348,67.92
2024-01-15,OC_TP_KIDS,East,1609,63.98
2024-01-22,OC_TP_KIDS,East,1802,69.06
2024-01-29,OC_TP_KIDS,East,1453,67.16
2024-02-05,OC_TP_KIDS,East,1544,63.37
2024-02-12,OC_TP_KIDS,East,1599,65.94
2024-02-19,OC_TP_KIDS,East,1303,66.37
2024-02-26,OC_TP_KIDS,East,1391,67.19
2024-03-04,OC_TP_KIDS,East,1297,61.02
2024-03-11,OC_TP_KIDS,East,1327,71.93
2024-03-18,OC_TP_KIDS,East,1049,69.91
2024-03-25,OC_TP_KIDS,East,1676,64.04
2024-04-01,OC_TP_KIDS,East,1407,70.23
2024-04-08,OC_TP_KIDS,East,1110,70.96
2024-04-15,OC_TP_KIDS,East,1469,66.73
2024-04-22,OC_TP_KIDS,East,1443,66.87
2024-04-29,OC_TP_KIDS,East,1459,67.35
2024-05-06,OC_TP_KIDS,East,1458,63.68
2024-05-13,OC_TP_KIDS,East,1503,64.87
2024-05-20,OC_TP_KIDS,East,1317,69.84
2024-05-27,OC_TP_KIDS,East,1449,64.71
2024-06-03,OC_TP_KIDS,East,1577,64.49
2024-06-10,OC_TP_KIDS,East,1524,67.77
2024-06-17,OC_TP_KIDS,East,1599,68.61
2024-06-24,OC_TP_KIDS,East,1264,69.91
2024-07-01,OC_TP_KIDS,East,1650,63.84
2024-07-08,OC_TP_KIDS,East,1301,71.37
2024-07-15,OC_TP_KIDS,East,1608,65.06
2024-07-22,OC_TP_KIDS,East,1317,69.39
2024-07-29,OC_TP_KIDS,East,1416,69.73
2024-08-05,OC_TP_KIDS,East,1468,64.16
2024-08-12,OC_TP_KIDS,East,1512,64.58
2024-08-19,OC_TP_KIDS,East,1580,65.39
2024-08-26,OC_TP_KIDS,East,1474,66.27
2024-09-02,OC_TP_KIDS,East,1713,63.86
2024-09-09,OC_TP_KIDS,East,1196,72.57
2024-09-16,OC_TP_KIDS,East,1638,66.13
2024-09-23,OC_TP_KIDS,East,1376,65.95
2024-09-30,OC_TP_KIDS,East,1329,68.17
2024-10-07,OC_TP_KIDS,East,1450,63.77
2024-10-14,OC_TP_KIDS,East,1427,62.14
2024-10-21,OC_TP_KIDS,East,1585,69.53
2024-10-28,OC_TP_KIDS,East,1826,67.59
2024-11-04,OC_TP_KIDS,East,1521,68.34
2024-11-11,OC_TP_KIDS,East,1583,68.85
2024-11-18,OC_TP_KIDS,East,1913,62.88
2024-11-25,OC_TP_KIDS,East,1579,64.75
2024-12-02,OC_TP_KIDS,East,1506,67.25
2024-12-09,OC_TP_KIDS,East,1575,66.3
2024-12-16,OC_TP_KIDS,East,1351,67.59
2024-12-23,OC_TP_KIDS,East,1741,69.15
2023-01-02,OC_TP_KIDS,Central,1384,64.58
2023-01-09,OC_TP_KIDS,Central,1204,77.02
2023-01-16,OC_TP_KIDS,Central,1414,67.61
2023-01-23,OC_TP_KIDS,Central,1578,70.37
2023-01-30,OC_TP_KIDS,Central,1400,68.14
2023-02-06,OC_TP_KIDS,Central,1217,72.69
2023-02-13,OC_TP_KIDS,Central,1317,69.27
2023-02-20,OC_TP_KIDS,Central,1398,68.42
2023-02-27,OC_TP_KIDS,Central,1263,70.72
2023-03-06,OC_TP_KIDS,Central,1380,69.19
2023-03-13,OC_TP_KIDS,Central,1603,66.94
2023-03-20,OC_TP_KIDS,Central,1454,68.38
2023-03-27,OC_TP_KIDS,Central,1270,74.5
2023-04-03,OC_TP_KIDS,Central,1515,67.29
2023-04-10,OC_TP_KIDS,Central,1264,70.05
2023-04-17,OC_TP_KIDS,Central,1279,67.53
2023-04-24,OC_TP_KIDS,Central,1555,67.95
2023-05-01,OC_TP_KIDS,Central,1383,68.45
2023-05-08,OC_TP_KIDS,Central,1361,72.01
2023-05-15,OC_TP_KIDS,Central,1035,72.39
2023-05-22,OC_TP_KIDS,Central,1146,72.58
2023-05-29,OC_TP_KIDS,Central,1343,69.49
2023-06-05,OC_TP_KIDS,Central,1121,68.28
2023-06-12,OC_TP_KIDS,Central,1210,73.09
2023-06-19,OC_TP_KIDS,Central,1418,69.99
2023-06-26,OC_TP_KIDS,Central,1095,74.31
2023-07-03,OC_TP_KIDS,Central,1585,69.89
2023-07-10,OC_TP_KIDS,Central,1232,74.26
2023-07-17,OC_TP_KIDS,Central,1607,75.82
2023-07-24,OC_TP_KIDS,Central,1603,64.6
2023-07-31,OC_TP_KIDS,Central,1424,71.94
2023-08-07,OC_TP_KIDS,Central,1332,69.38
2023-08-14,OC_TP_KIDS,Central,1364,70.23
2023-08-21,OC_TP_KIDS,Central,1182,72.16
2023-08-28,OC_TP_KIDS,Central,1452,71.75
2023-09-04,OC_TP_KIDS,Central,1429,73.28
2023-09-11,OC_TP_KIDS,Central,1501,72.15
2023-09-18,OC_TP_KIDS,Central,1457,73.69
2023-09-25,OC_TP_KIDS,Central,1397,66.33
2023-10-02,OC_TP_KIDS,Central,1628,70.22
2023-10-09,OC_TP_KIDS,Central,1425,67.23
2023-10-16,OC_TP_KIDS,Central,1819,69.54
2023-10-23,OC_TP_KIDS,Central,1847,64.73
2023-10-30,OC_TP_KIDS,Central,1577,68.72
2023-11-06,OC_TP_KIDS,Central,1841,67.39
2023-11-13,OC_TP_KIDS,Central,1578,71.68
2023-11-20,OC_TP_KIDS,Central,1457,68.54
2023-11-27,OC_TP_KIDS,Central,1555,67.86
2023-12-04,OC_TP_KIDS,Central,1194,73.45
2023-12-11,OC_TP_KIDS,Central,1528,70.52
2023-12-18,OC_TP_KIDS,Central,1830,69.07
2023-12-25,OC_TP_KIDS,Central,1322,72.68
2024-01-01,OC_TP_KIDS,Central,1537,73.28
2024-01-08,OC_TP_KIDS,Central,1457,76.36
2024-01-15,OC_TP_KIDS,Central,1727,67.68
2024-01-22,OC_TP_KIDS,Central,1434,69.42
2024-01-29,OC_TP_KIDS,Central,1589,69.68
2024-02-05,OC_TP_KIDS,Central,1351,74.08
2024-02-12,OC_TP_KIDS,Central,1847,64.4
2024-02-19,OC_TP_KIDS,Central,1501,69.57
2024-02-26,OC_TP_KIDS,Central,1423,69.64
2024-03-04,OC_TP_KIDS,Central,1535,67.79
2024-03-11,OC_TP_KIDS,Central,1304,75.21
2024-03-18,OC_TP_KIDS,Central,1410,71.73
2024-03-25,OC_TP_KIDS,Central,1865,66.52
2024-04-01,OC_TP_KIDS,Central,1274,70.92
2024-04-08,OC_TP_KIDS,Central,1208,71.26
2024-04-15,OC_TP_KIDS,Central,1436,75.29
2024-04-22,OC_TP_KIDS,Central,1511,68.81
2024-04-29,OC_TP_KIDS,Central,1344,72.76
2024-05-06,OC_TP_KIDS,Central,1603,70.21
2024-05-13,OC_TP_KIDS,Central,1659,68.57
2024-05-20,OC_TP_KIDS,Central,1553,76.2
2024-05-27,OC_TP_KIDS,Central,1377,71.81
2024-06-03,OC_TP_KIDS,Central,1287,69.67
2024-06-10,OC_TP_KIDS,Central,1467,72.1
2024-06-17,OC_TP_KIDS,Central,1244,69.59
2024-06-24,OC_TP_KIDS,Central,1505,69.14
2024-07-01,OC_TP_KIDS,Central,1557,69.46
2024-07-08,OC_TP_KIDS,Central,1327,71.95
2024-07-15,OC_TP_KIDS,Central,1102,70.4
2024-07-22,OC_TP_KIDS,Central,1716,72.15
2024-07-29,OC_TP_KIDS,Central,1335,71.96
2024-08-05,OC_TP_KIDS,Central,1270,73.18
2024-08-12,OC_TP_KIDS,Central,1571,69.59
2024-08-19,OC_TP_KIDS,Central,1520,70.29
2024-08-26,OC_TP_KIDS,Central,1624,70.99
2024-09-02,OC_TP_KIDS,Central,1333,75.26
2024-09-09,OC_TP_KIDS,Central,1403,71.13
2024-09-16,OC_TP_KIDS,Central,1772,66.85
2024-09-23,OC_TP_KIDS,Central,1689,74.54
2024-09-30,OC_TP_KIDS,Central,1534,68.44
2024-10-07,OC_TP_KIDS,Central,1683,68.6
2024-10-14,OC_TP_KIDS,Central,1653,73.24
2024-10-21,OC_TP_KIDS,Central,1637,70.46
2024-10-28,OC_TP_KIDS,Central,1574,70.56
2024-11-04,OC_TP_KIDS,Central,2100,69.62
2024-11-11,OC_TP_KIDS,Central,1665,71.65
2024-11-18,OC_TP_KIDS,Central,1401,74.46
2024-11-25,OC_TP_KIDS,Central,1579,73.07
2024-12-02,OC_TP_KIDS,Central,1797,68.42
2024-12-09,OC_TP_KIDS,Central,1683,73.11
2024-12-16,OC_TP_KIDS,Central,1845,66.28
2024-12-23,OC_TP_KIDS,Central,1706,69.82
2023-01-02,PC_SOAP_REG,North,3317,112.99
2023-01-09,PC_SOAP_REG,North,3136,105.78
2023-01-16,PC_SOAP_REG,North,3004,122.94
2023-01-23,PC_SOAP_REG,North,3378,118.77
2023-01-30,PC_SOAP_REG,North,3416,123.68
2023-02-06,PC_SOAP_REG,North,2987,123.69
2023-02-13,PC_SOAP_REG,North,3395,116.87
2023-02-20,PC_SOAP_REG,North,3677,118.65
2023-02-27,PC_SOAP_REG,North,3750,124.26
2023-03-06,PC_SOAP_REG,North,3688,118.45
2023-03-13,PC_SOAP_REG,North,3000,118.75
2023-03-20,PC_SOAP_REG,North,3249,124.36
2023-03-27,PC_SOAP_REG,North,3006,128.93
2023-04-03,PC_SOAP_REG,North,4003,118.39
2023-04-10,PC_SOAP_REG,North,3631,115.5
2023-04-17,PC_SOAP_REG,North,3548,126.03
2023-04-24,PC_SOAP_REG,North,3625,118.4
2023-05-01,PC_SOAP_REG,North,4287,117.78
2023-05-08,PC_SOAP_REG,North,4450,119.69
2023-05-15,PC_SOAP_REG,North,4431,122.06
2023-05-22,PC_SOAP_REG,North,4634,118.33
2023-05-29,PC_SOAP_REG,North,3738,121.12
2023-06-05,PC_SOAP_REG,North,4408,123.25
2023-06-12,PC_SOAP_REG,North,5082,112.15
2023-06-19,PC_SOAP_REG,North,3386,132.08
2023-06-26,PC_SOAP_REG,North,3922,117.5
2023-07-03,PC_SOAP_REG,North,2965,126.21
2023-07-10,PC_SOAP_REG,North,3886,121.88
2023-07-17,PC_SOAP_REG,North,4286,120.37
2023-07-24,PC_SOAP_REG,North,3588,120.53
2023-07-31,PC_SOAP_REG,North,3332,126.77
2023-08-07,PC_SOAP_REG,North,3545,122.26
2023-08-14,PC_SOAP_REG,North,3598,122.87
2023-08-21,PC_SOAP_REG,North,3620,119.98
2023-08-28,PC_SOAP_REG,North,3739,128.42
2023-09-04,PC_SOAP_REG,North,3226,127.33
2023-09-11,PC_SOAP_REG,North,3449,126.49
2023-09-18,PC_SOAP_REG,North,3817,121.39
2023-09-25,PC_SOAP_REG,North,3041,121.04
2023-10-02,PC_SOAP_REG,North,3657,127.56
2023-10-09,PC_SOAP_REG,North,3459,122.8
2023-10-16,PC_SOAP_REG,North,4808,118.17
2023-10-23,PC_SOAP_REG,North,4928,121.34
2023-10-30,PC_SOAP_REG,North,4216,124.03
2023-11-06,PC_SOAP_REG,North,4564,125.93
2023-11-13,PC_SOAP_REG,North,4494,123.16
2023-11-20,PC_SOAP_REG,North,4619,116.43
2023-11-27,PC_SOAP_REG,North,3509,131.81
2023-12-04,PC_SOAP_REG,North,3714,123.83
2023-12-11,PC_SOAP_REG,North,3722,123.44
2023-12-18,PC_SOAP_REG,North,3271,125.48
2023-12-25,PC_SOAP_REG,North,3885,132.52
2024-01-01,PC_SOAP_REG,North,2821,126.21
2024-01-08,PC_SOAP_REG,North,2962,123.11
2024-01-15,PC_SOAP_REG,North,3412,117.96
2024-01-22,PC_SOAP_REG,North,3355,117.68
2024-01-29,PC_SOAP_REG,North,3311,122.24
2024-02-05,PC_SOAP_REG,North,3398,124.46
2024-02-12,PC_SOAP_REG,North,4102,116.06
2024-02-19,PC_SOAP_REG,North,2597,129.58
2024-02-26,PC_SOAP_REG,North,3013,130.38
2024-03-04,PC_SOAP_REG,North,4374,115.17
2024-03-11,PC_SOAP_REG,North,4032,119.18
2024-03-18,PC_SOAP_REG,North,3048,126.13
2024-03-25,PC_SOAP_REG,North,2963,119.88
2024-04-01,PC_SOAP_REG,North,4136,118.31
2024-04-08,PC_SOAP_REG,North,4633,122.84
2024-04-15,PC_SOAP_REG,North,3604,121.41
2024-04-22,PC_SOAP_REG,North,3805,123.16
2024-04-29,PC_SOAP_REG,North,3390,126.44
2024-05-06,PC_SOAP_REG,North,4985,116.99
2024-05-13,PC_SOAP_REG,North,4230,120.23
2024-05-20,PC_SOAP_REG,North,3462,125.63
2024-05-27,PC_SOAP_REG,North,4955,123.75
2024-06-03,PC_SOAP_REG,North,4997,112.74
2024-06-10,PC_SOAP_REG,North,4529,114.9
2024-06-17,PC_SOAP_REG,North,4192,117.82
2024-06-24,PC_SOAP_REG,North,4371,114.2
2024-07-01,PC_SOAP_REG,North,3251,124.22
2024-07-08,PC_SOAP_REG,North,4305,116.08
2024-07-15,PC_SOAP_REG,North,3610,129.86
2024-07-22,PC_SOAP_REG,North,3596,115.86
2024-07-29,PC_SOAP_REG,North,3487,124.81
2024-08-05,PC_SOAP_REG,North,4123,117.79
2024-08-12,PC_SOAP_REG,North,3531,120.8
2024-08-19,PC_SOAP_REG,North,2654,133.51
2024-08-26,PC_SOAP_REG,North,2731,122.67
2024-09-02,PC_SOAP_REG,North,3766,120.88
2024-09-09,PC_SOAP_REG,North,3788,122.72
2024-09-16,PC_SOAP_REG,North,4358,113.16
2024-09-23,PC_SOAP_REG,North,3540,120.76
2024-09-30,PC_SOAP_REG,North,4180,126.82
2024-10-07,PC_SOAP_REG,North,4661,117.68
2024-10-14,PC_SOAP_REG,North,4273,122.76
2024-10-21,PC_SOAP_REG,North,5369,118.78
2024-10-28,PC_SOAP_REG,North,4062,120.74
2024-11-04,PC_SOAP_REG,North,4491,125.37
2024-11-11,PC_SOAP_REG,North,4066,130.93
2024-11-18,PC_SOAP_REG,North,5239,116.12
2024-11-25,PC_SOAP_REG,North,4413,124.76
2024-12-02,PC_SOAP_REG,North,4362,119.48
2024-12-09,PC_SOAP_REG,North,3890,123.82
2024-12-16,PC_SOAP_REG,North,3937,123.25
2024-12-23,PC_SOAP_REG,North,4280,119.18
2023-01-02,PC_SOAP_REG,South,3170,125.49
2023-01-09,PC_SOAP_REG,South,2601,121.53
2023-01-16,PC_SOAP_REG,South,3377,118.91
2023-01-23,PC_SOAP_REG,South,3403,115.43
2023-01-30,PC_SOAP_REG,South,3161,118.13
2023-02-06,PC_SOAP_REG,South,3316,116.38
2023-02-13,PC_SOAP_REG,South,3206,112.75
2023-02-20,PC_SOAP_REG,South,3361,107.18
2023-02-27,PC_SOAP_REG,South,3130,114.76
2023-03-06,PC_SOAP_REG,South,3021,119.95
2023-03-13,PC_SOAP_REG,South,3036,123.8
2023-03-20,PC_SOAP_REG,South,2960,122.8
2023-03-27,PC_SOAP_REG,South,3452,115.39
2023-04-03,PC_SOAP_REG,South,2821,131.06
2023-04-10,PC_SOAP_REG,South,3913,117.59
2023-04-17,PC_SOAP_REG,South,3443,121.82
2023-04-24,PC_SOAP_REG,South,3563,111.08
2023-05-01,PC_SOAP_REG,South,4071,111.68
2023-05-08,PC_SOAP_REG,South,4634,114.86
2023-05-15,PC_SOAP_REG,South,4341,115.29
2023-05-22,PC_SOAP_REG,South,3834,120.32
2023-05-29,PC_SOAP_REG,South,4954,118.13
2023-06-05,PC_SOAP_REG,South,5328,106.33
2023-06-12,PC_SOAP_REG,South,3728,126.36
2023-06-19,PC_SOAP_REG,South,3549,116.77
2023-06-26,PC_SOAP_REG,South,4184,112.92
2023-07-03,PC_SOAP_REG,South,3096,121.25
2023-07-10,PC_SOAP_REG,South,4351,108.01
2023-07-17,PC_SOAP_REG,South,4693,109.06
2023-07-24,PC_SOAP_REG,South,3795,115.71
2023-07-31,PC_SOAP_REG,South,3446,111.89
2023-08-07,PC_SOAP_REG,South,3740,114.21
2023-08-14,PC_SOAP_REG,South,2990,120.72
2023-08-21,PC_SOAP_REG,South,3836,117.73
2023-08-28,PC_SOAP_REG,South,3492,125.12
2023-09-04,PC_SOAP_REG,South,3092,128.23
2023-09-11,PC_SOAP_REG,South,3837,121.25
2023-09-18,PC_SOAP_REG,South,3430,117.83
2023-09-25,PC_SOAP_REG,South,3659,110.1
2023-10-02,PC_SOAP_REG,South,4333,113.32
2023-10-09,PC_SOAP_REG,South,4921,121.16
2023-10-16,PC_SOAP_REG,South,4285,119.59
2023-10-23,PC_SOAP_REG,South,3880,120.98
2023-10-30,PC_SOAP_REG,South,4340,120.73
2023-11-06,PC_SOAP_REG,South,5388,109.75
2023-11-13,PC_SOAP_REG,South,3596,117.7
2023-11-20,PC_SOAP_REG,South,4528,115.52
2023-11-27,PC_SOAP_REG,South,4753,114.36
2023-12-04,PC_SOAP_REG,South,3762,112.45
2023-12-11,PC_SOAP_REG,South,3561,112.56
2023-12-18,PC_SOAP_REG,South,3766,116.51
2023-12-25,PC_SOAP_REG,South,3609,125.9
2024-01-01,PC_SOAP_REG,South,3453,118.37
2024-01-08,PC_SOAP_REG,South,3263,111.3
2024-01-15,PC_SOAP_REG,South,3637,115.63
2024-01-22,PC_SOAP_REG,South,4128,108.04
2024-01-29,PC_SOAP_REG,South,3252,113.41
2024-02-05,PC_SOAP_REG,South,3178,117.16
2024-02-12,PC_SOAP_REG,South,3200,113.66
2024-02-19,PC_SOAP_REG,South,3686,112.92
2024-02-26,PC_SOAP_REG,South,2373,126.42
2024-03-04,PC_SOAP_REG,South,3344,117.92
2024-03-11,PC_SOAP_REG,South,2919,121.65
2024-03-18,PC_SOAP_REG,South,3591,124.16
2024-03-25,PC_SOAP_REG,South,3809,116.64
2024-04-01,PC_SOAP_REG,South,4140,123.65
2024-04-08,PC_SOAP_REG,South,3989,112.59
2024-04-15,PC_SOAP_REG,South,4217,118.3
2024-04-22,PC_SOAP_REG,South,3572,117.62
2024-04-29,PC_SOAP_REG,South,3928,114.09
2024-05-06,PC_SOAP_REG,South,4887,120.02
2024-05-13,PC_SOAP_REG,South,4047,115.32
2024-05-20,PC_SOAP_REG,South,4071,121.18
2024-05-27,PC_SOAP_REG,South,3923,113.12
2024-06-03,PC_SOAP_REG,South,3919,120.53
2024-06-10,PC_SOAP_REG,South,3724,120.48
2024-06-17,PC_SOAP_REG,South,4000,128.42
2024-06-24,PC_SOAP_REG,South,3948,115.78
2024-07-01,PC_SOAP_REG,South,2805,122.48
2024-07-08,PC_SOAP_REG,South,3427,115.23
2024-07-15,PC_SOAP_REG,South,3583,115.93
2024-07-22,PC_SOAP_REG,South,3538,117.6
2024-07-29,PC_SOAP_REG,South,3628,118.88
