date,sku,category,region,units,price,promo_flag,discount_depth,revenue
2023-11-13,OC_TP_KIDS,Oral Care,East,1375,66.82,0,0.0,91880.54
2023-11-20,OC_TP_KIDS,Oral Care,East,1506,68.83,0,0.0,103652.07
2023-11-27,OC_TP_KIDS,Oral Care,East,1442,66.67,0,0.0,96141.1
2023-12-04,OC_TP_KIDS,Oral Care,East,1216,70.76,0,0.0,86039.22
2023-12-11,OC_TP_KIDS,Oral Care,East,1585,65.49,0,0.0,103801.46
2023-12-18,OC_TP_KIDS,Oral Care,East,1352,68.67,0,0.0,92838.82
2023-12-25,OC_TP_KIDS,Oral Care,East,1302,62.38,0,0.0,81223.53
2024-01-01,OC_TP_KIDS,Oral Care,East,1489,70.65,0,0.0,105203.47
2024-01-08,OC_TP_KIDS,Oral Care,East,1348,67.92,0,0.0,91562.84
2024-01-15,OC_TP_KIDS,Oral Care,East,1609,63.98,0,0.0,102939.78
2024-01-22,OC_TP_KIDS,Oral Care,East,1802,69.06,0,0.0,124453.37
2024-01-29,OC_TP_KIDS,Oral Care,East,1453,67.16,0,0.0,97579.0
2024-02-05,OC_TP_KIDS,Oral Care,East,1544,63.37,0,0.0,97835.77
2024-02-12,OC_TP_KIDS,Oral Care,East,1599,65.94,0,0.0,105434.74
2024-02-19,OC_TP_KIDS,Oral Care,East,1303,66.37,0,0.0,86478.6
2024-02-26,OC_TP_KIDS,Oral Care,East,1391,67.19,0,0.0,93467.58
2024-03-04,OC_TP_KIDS,Oral Care,East,1297,61.02,0,0.0,79138.26
2024-03-11,OC_TP_KIDS,Oral Care,East,1327,71.93,0,0.0,95445.7
2024-03-18,OC_TP_KIDS,Oral Care,East,1049,69.91,0,0.0,73338.81
2024-03-25,OC_TP_KIDS,Oral Care,East,1676,64.04,0,0.0,107334.8
2024-04-01,OC_TP_KIDS,Oral Care,East,1407,70.23,0,0.0,98813.36
2024-04-08,OC_TP_KIDS,Oral Care,East,1110,70.96,0,0.0,78764.88
2024-04-15,OC_TP_KIDS,Oral Care,East,1469,66.73,0,0.0,98027.86
2024-04-22,OC_TP_KIDS,Oral Care,East,1443,66.87,0,0.0,96499.57
2024-04-29,OC_TP_KIDS,Oral Care,East,1459,67.35,0,0.0,98262.4
2024-05-06,OC_TP_KIDS,Oral Care,East,1458,63.68,0,0.0,92843.6
2024-05-13,OC_TP_KIDS,Oral Care,East,1503,64.87,0,0.0,97506.18
2024-05-20,OC_TP_KIDS,Oral Care,East,1317,69.84,0,0.0,91984.52
2024-05-27,OC_TP_KIDS,Oral Care,East,1449,64.71,0,0.0,93765.8
2024-06-03,OC_TP_KIDS,Oral Care,East,1577,64.49,0,0.0,101701.48
2024-06-10,OC_TP_KIDS,Oral Care,East,1524,67.77,0,0.0,103278.19
2024-06-17,OC_TP_KIDS,Oral Care,East,1599,68.61,0,0.0,109714.22
2024-06-24,OC_TP_KIDS,Oral Care,East,1264,69.91,0,0.0,88367.71
2024-07-01,OC_TP_KIDS,Oral Care,East,1650,63.84,0,0.0,105342.45
2024-07-08,OC_TP_KIDS,Oral Care,East,1301,71.37,0,0.0,92851.77
2024-07-15,OC_TP_KIDS,Oral Care,East,1608,65.06,0,0.0,104620.35
2024-07-22,OC_TP_KIDS,Oral Care,East,1317,69.39,0,0.0,91381.29
2024-07-29,OC_TP_KIDS,Oral Care,East,1416,69.73,0,0.0,98734.14
2024-08-05,OC_TP_KIDS,Oral Care,East,1468,64.16,0,0.0,94193.99
2024-08-12,OC_TP_KIDS,Oral Care,East,1512,64.58,0,0.0,97644.26
2024-08-19,OC_TP_KIDS,Oral Care,East,1580,65.39,0,0.0,103322.62
2024-08-26,OC_TP_KIDS,Oral Care,East,1474,66.27,0,0.0,97678.82
2024-09-02,OC_TP_KIDS,Oral Care,East,1713,63.86,0,0.0,109393.78
2024-09-09,OC_TP_KIDS,Oral Care,East,1196,72.57,0,0.0,86788.06
2024-09-16,OC_TP_KIDS,Oral Care,East,1638,66.13,0,0.0,108318.71
2024-09-23,OC_TP_KIDS,Oral Care,East,1376,65.95,0,0.0,90745.84
2024-09-30,OC_TP_KIDS,Oral Care,East,1329,68.17,0,0.0,90603.39
2024-10-07,OC_TP_KIDS,Oral Care,East,1450,63.77,0,0.0,92467.61
2024-10-14,OC_TP_KIDS,Oral Care,East,1427,62.14,0,0.0,88675.14
2024-10-21,OC_TP_KIDS,Oral Care,East,1585,69.53,0,0.0,110203.14
2024-10-28,OC_TP_KIDS,Oral Care,East,1826,67.59,0,0.0,123418.43
2024-11-04,OC_TP_KIDS,Oral Care,East,1521,68.34,0,0.0,103947.41
2024-11-11,OC_TP_KIDS,Oral Care,East,1583,68.85,0,0.0,108996.07
2024-11-18,OC_TP_KIDS,Oral Care,East,1913,62.88,0,0.0,120298.44
2024-11-25,OC_TP_KIDS,Oral Care,East,1579,64.75,0,0.0,102240.68
2024-12-02,OC_TP_KIDS,Oral Care,East,1506,67.25,0,0.0,101282.65
2024-12-09,OC_TP_KIDS,Oral Care,East,1575,66.3,0,0.0,104419.4
2024-12-16,OC_TP_KIDS,Oral Care,East,1351,67.59,0,0.0,91313.88
2024-12-23,OC_TP_KIDS,Oral Care,East,1741,69.15,0,0.0,120398.0
2023-01-02,OC_TP_KIDS,Oral Care,Central,1384,64.58,0,0.0,89381.72
2023-01-09,OC_TP_KIDS,Oral Care,Central,1204,77.02,0,0.0,92731.36
2023-01-16,OC_TP_KIDS,Oral Care,Central,1414,67.61,0,0.0,95593.63
2023-01-23,OC_TP_KIDS,Oral Care,Central,1578,70.37,0,0.0,111044.48
2023-01-30,OC_TP_KIDS,Oral Care,Central,1400,68.14,0,0.0,95395.4
2023-02-06,OC_TP_KIDS,Oral Care,Central,1217,72.69,0,0.0,88462.87
2023-02-13,OC_TP_KIDS,Oral Care,Central,1317,69.27,0,0.0,91233.49
2023-02-20,OC_TP_KIDS,Oral Care,Central,1398,68.42,0,0.0,95649.59
2023-02-27,OC_TP_KIDS,Oral Care,Central,1263,70.72,0,0.0,89317.02
2023-03-06,OC_TP_KIDS,Oral Care,Central,1380,69.19,0,0.0,95487.56
2023-03-13,OC_TP_KIDS,Oral Care,Central,1603,66.94,0,0.0,107311.53
2023-03-20,OC_TP_KIDS,Oral Care,Central,1454,68.38,0,0.0,99418.9
2023-03-27,OC_TP_KIDS,Oral Care,Central,1270,74.5,0,0.0,94619.5
2023-04-03,OC_TP_KIDS,Oral Care,Central,1515,67.29,0,0.0,101949.84
2023-04-10,OC_TP_KIDS,Oral Care,Central,1264,70.05,0,0.0,88540.74
2023-04-17,OC_TP_KIDS,Oral Care,Central,1279,67.53,0,0.0,86376.65
2023-04-24,OC_TP_KIDS,Oral Care,Central,1555,67.95,0,0.0,105658.59
2023-05-01,OC_TP_KIDS,Oral Care,Central,1383,68.45,0,0.0,94672.85
2023-05-08,OC_TP_KIDS,Oral Care,Central,1361,72.01,0,0.0,98006.48
2023-05-15,OC_TP_KIDS,Oral Care,Central,1035,72.39,0,0.0,74928.71
2023-05-22,OC_TP_KIDS,Oral Care,Central,1146,72.58,0,0.0,83179.3
2023-05-29,OC_TP_KIDS,Oral Care,Central,1343,69.49,0,0.0,93322.77
2023-06-05,OC_TP_KIDS,Oral Care,Central,1121,68.28,0,0.0,76538.99
2023-06-12,OC_TP_KIDS,Oral Care,Central,1210,73.09,0,0.0,88435.59
2023-06-19,OC_TP_KIDS,Oral Care,Central,1418,69.99,0,0.0,99240.11
2023-06-26,OC_TP_KIDS,Oral Care,Central,1095,74.31,0,0.0,81371.81
2023-07-03,OC_TP_KIDS,Oral Care,Central,1585,69.89,0,0.0,110782.56
2023-07-10,OC_TP_KIDS,Oral Care,Central,1232,74.26,0,0.0,91490.19
2023-07-17,OC_TP_KIDS,Oral Care,Central,1607,75.82,0,0.0,121844.9
2023-07-24,OC_TP_KIDS,Oral Care,Central,1603,64.6,0,0.0,103553.92
2023-07-31,OC_TP_KIDS,Oral Care,Central,1424,71.94,0,0.0,102445.54
2023-08-07,OC_TP_KIDS,Oral Care,Central,1332,69.38,0,0.0,92409.51
2023-08-14,OC_TP_KIDS,Oral Care,Central,1364,70.23,0,0.0,95787.85
2023-08-21,OC_TP_KIDS,Oral Care,Central,1182,72.16,0,0.0,85292.53
2023-08-28,OC_TP_KIDS,Oral Care,Central,1452,71.75,0,0.0,104184.6
2023-09-04,OC_TP_KIDS,Oral Care,Central,1429,73.28,0,0.0,104722.33
2023-09-11,OC_TP_KIDS,Oral Care,Central,1501,72.15,0,0.0,108300.6
2023-09-18,OC_TP_KIDS,Oral Care,Central,1457,73.69,0,0.0,107370.35
2023-09-25,OC_TP_KIDS,Oral Care,Central,1397,66.33,0,0.0,92660.52
2023-10-02,OC_TP_KIDS,Oral Care,Central,1628,70.22,0,0.0,114322.51
2023-10-09,OC_TP_KIDS,Oral Care,Central,1425,67.23,0,0.0,95804.41
2023-10-16,OC_TP_KIDS,Oral Care,Central,1819,69.54,0,0.0,126494.23
2023-10-23,OC_TP_KIDS,Oral Care,Central,1847,64.73,0,0.0,119553.43
2023-10-30,OC_TP_KIDS,Oral Care,Central,1577,68.72,0,0.0,108372.18
2023-11-06,OC_TP_KIDS,Oral Care,Central,1841,67.39,0,0.0,124065.25
2023-11-13,OC_TP_KIDS,Oral Care,Central,1578,71.68,0,0.0,113118.06
2023-11-20,OC_TP_KIDS,Oral Care,Central,1457,68.54,0,0.0,99870.04
2023-11-27,OC_TP_KIDS,Oral Care,Central,1555,67.86,0,0.0,105525.43
2023-12-04,OC_TP_KIDS,Oral Care,Central,1194,73.45,0,0.0,87698.5
2023-12-11,OC_TP_KIDS,Oral Care,Central,1528,70.52,0,0.0,107760.4
2023-12-18,OC_TP_KIDS,Oral Care,Central,1830,69.07,0,0.0,126404.47
2023-12-25,OC_TP_KIDS,Oral Care,Central,1322,72.68,0,0.0,96087.56
2024-01-01,OC_TP_KIDS,Oral Care,Central,1537,73.28,0,0.0,112638.9
2024-01-08,OC_TP_KIDS,Oral Care,Central,1457,76.36,0,0.0,111256.99
2024-01-15,OC_TP_KIDS,Oral Care,Central,1727,67.68,0,0.0,116883.04
2024-01-22,OC_TP_KIDS,Oral Care,Central,1434,69.42,0,0.0,99547.56
2024-01-29,OC_TP_KIDS,Oral Care,Central,1589,69.68,0,0.0,110723.16
2024-02-05,OC_TP_KIDS,Oral Care,Central,1351,74.08,0,0.0,100083.75
2024-02-12,OC_TP_KIDS,Oral Care,Central,1847,64.4,0,0.0,118943.28
2024-02-19,OC_TP_KIDS,Oral Care,Central,1501,69.57,0,0.0,104425.91
2024-02-26,OC_TP_KIDS,Oral Care,Central,1423,69.64,0,0.0,99096.12
2024-03-04,OC_TP_KIDS,Oral Care,Central,1535,67.79,0,0.0,104062.81
2024-03-11,OC_TP_KIDS,Oral Care,Central,1304,75.21,0,0.0,98070.6
2024-03-18,OC_TP_KIDS,Oral Care,Central,1410,71.73,0,0.0,101141.11
2024-03-25,OC_TP_KIDS,Oral Care,Central,1865,66.52,0,0.0,124060.09
2024-04-01,OC_TP_KIDS,Oral Care,Central,1274,70.92,0,0.0,90350.48
2024-04-08,OC_TP_KIDS,Oral Care,Central,1208,71.26,0,0.0,86079.15
2024-04-15,OC_TP_KIDS,Oral Care,Central,1436,75.29,0,0.0,108117.24
2024-04-22,OC_TP_KIDS,Oral Care,Central,1511,68.81,0,0.0,103968.33
2024-04-29,OC_TP_KIDS,Oral Care,Central,1344,72.76,0,0.0,97791.18
2024-05-06,OC_TP_KIDS,Oral Care,Central,1603,70.21,0,0.0,112551.63
2024-05-13,OC_TP_KIDS,Oral Care,Central,1659,68.57,0,0.0,113750.25
2024-05-20,OC_TP_KIDS,Oral Care,Central,1553,76.2,0,0.0,118335.33
2024-05-27,OC_TP_KIDS,Oral Care,Central,1377,71.81,0,0.0,98886.88
2024-06-03,OC_TP_KIDS,Oral Care,Central,1287,69.67,0,0.0,89663.17
2024-06-10,OC_TP_KIDS,Oral Care,Central,1467,72.1,0,0.0,105776.21
2024-06-17,OC_TP_KIDS,Oral Care,Central,1244,69.59,0,0.0,86564.24
2024-06-24,OC_TP_KIDS,Oral Care,Central,1505,69.14,0,0.0,104055.3
2024-07-01,OC_TP_KIDS,Oral Care,Central,1557,69.46,0,0.0,108142.38
2024-07-08,OC_TP_KIDS,Oral Care,Central,1327,71.95,0,0.0,95480.86
2024-07-15,OC_TP_KIDS,Oral Care,Central,1102,70.4,0,0.0,77584.61
2024-07-22,OC_TP_KIDS,Oral Care,Central,1716,72.15,0,0.0,123810.69
2024-07-29,OC_TP_KIDS,Oral Care,Central,1335,71.96,0,0.0,96072.15
2024-08-05,OC_TP_KIDS,Oral Care,Central,1270,73.18,0,0.0,92944.25
2024-08-12,OC_TP_KIDS,Oral Care,Central,1571,69.59,0,0.0,109322.69
2024-08-19,OC_TP_KIDS,Oral Care,Central,1520,70.29,0,0.0,106838.91
2024-08-26,OC_TP_KIDS,Oral Care,Central,1624,70.99,0,0.0,115287.01
2024-09-02,OC_TP_KIDS,Oral Care,Central,1333,75.26,0,0.0,100326.59
2024-09-09,OC_TP_KIDS,Oral Care,Central,1403,71.13,0,0.0,99796.32
2024-09-16,OC_TP_KIDS,Oral Care,Central,1772,66.85,0,0.0,118454.97
2024-09-23,OC_TP_KIDS,Oral Care,Central,1689,74.54,0,0.0,125896.77
2024-09-30,OC_TP_KIDS,Oral Care,Central,1534,68.44,0,0.0,104982.79
2024-10-07,OC_TP_KIDS,Oral Care,Central,1683,68.6,0,0.0,115450.28
2024-10-14,OC_TP_KIDS,Oral Care,Central,1653,73.24,0,0.0,121062.28
2024-10-21,OC_TP_KIDS,Oral Care,Central,1637,70.46,0,0.0,115345.94
2024-10-28,OC_TP_KIDS,Oral Care,Central,1574,70.56,0,0.0,111053.57
2024-11-04,OC_TP_KIDS,Oral Care,Central,2100,69.62,0,0.0,146199.4
2024-11-11,OC_TP_KIDS,Oral Care,Central,1665,71.65,0,0.0,119300.81
2024-11-18,OC_TP_KIDS,Oral Care,Central,1401,74.46,0,0.0,104317.63
2024-11-25,OC_TP_KIDS,Oral Care,Central,1579,73.07,0,0.0,115378.14
2024-12-02,OC_TP_KIDS,Oral Care,Central,1797,68.42,0,0.0,122954.59
2024-12-09,OC_TP_KIDS,Oral Care,Central,1683,73.11,0,0.0,123050.48
2024-12-16,OC_TP_KIDS,Oral Care,Central,1845,66.28,0,0.0,122294.23
2024-12-23,OC_TP_KIDS,Oral Care,Central,1706,69.82,0,0.0,119106.8
2023-01-02,PC_SOAP_REG,Personal Care,North,3317,112.99,0,0.0,374781.29
2023-01-09,PC_SOAP_REG,Personal Care,North,3136,105.78,0,0.0,331738.03
2023-01-16,PC_SOAP_REG,Personal Care,North,3004,122.94,0,0.0,369318.42
2023-01-23,PC_SOAP_REG,Personal Care,North,3378,118.77,0,0.0,401216.55
2023-01-30,PC_SOAP_REG,Personal Care,North,3416,123.68,0,0.0,422482.19
2023-02-06,PC_SOAP_REG,Personal Care,North,2987,123.69,0,0.0,369450.13
2023-02-13,PC_SOAP_REG,Personal Care,North,3395,116.87,0,0.0,396757.77
2023-02-20,PC_SOAP_REG,Personal Care,North,3677,118.65,0,0.0,436266.09
2023-02-27,PC_SOAP_REG,Personal Care,North,3750,124.26,0,0.0,465993.48
2023-03-06,PC_SOAP_REG,Personal Care,North,3688,118.45,0,0.0,436837.57
2023-03-13,PC_SOAP_REG,Personal Care,North,3000,118.75,0,0.0,356240.27
2023-03-20,PC_SOAP_REG,Personal Care,North,3249,124.36,0,0.0,404034.31
2023-03-27,PC_SOAP_REG,Personal Care,North,3006,128.93,0,0.0,387575.64
2023-04-03,PC_SOAP_REG,Personal Care,North,4003,118.39,0,0.0,473908.34
2023-04-10,PC_SOAP_REG,Personal Care,North,3631,115.5,0,0.0,419388.44
2023-04-17,PC_SOAP_REG,Personal Care,North,3548,126.03,0,0.0,447139.91
2023-04-24,PC_SOAP_REG,Personal Care,North,3625,118.4,0,0.0,429184.68
2023-05-01,PC_SOAP_REG,Personal Care,North,4287,117.78,0,0.0,504902.19
2023-05-08,PC_SOAP_REG,Personal Care,North,4450,119.69,0,0.0,532609.19
2023-05-15,PC_SOAP_REG,Personal Care,North,4431,122.06,0,0.0,540843.65
2023-05-22,PC_SOAP_REG,Personal Care,North,3476,118.33,0,0.0,411298.56
2023-05-29,PC_SOAP_REG,Personal Care,North,2803,121.12,0,0.0,339496.91
2023-06-05,PC_SOAP_REG,Personal Care,North,3306,123.25,0,0.0,407469.3
2023-06-12,PC_SOAP_REG,Personal Care,North,3812,112.15,0,0.0,427527.87
2023-06-19,PC_SOAP_REG,Personal Care,North,3386,132.08,0,0.0,447213.38
2023-06-26,PC_SOAP_REG,Personal Care,North,3922,117.5,0,0.0,460836.03
2023-07-03,PC_SOAP_REG,Personal Care,North,2965,126.21,0,0.0,374199.03
2023-07-10,PC_SOAP_REG,Personal Care,North,3886,121.88,0,0.0,473632.82
2023-07-17,PC_SOAP_REG,Personal Care,North,4286,120.37,0,0.0,515918.06
2023-07-24,PC_SOAP_REG,Personal Care,North,3588,120.53,0,0.0,432473.73
2023-07-31,PC_SOAP_REG,Personal Care,North,3332,126.77,0,0.0,422411.21
2023-08-07,PC_SOAP_REG,Personal Care,North,3545,122.26,0,0.0,433427.37
2023-08-14,PC_SOAP_REG,Personal Care,North,3598,122.87,0,0.0,442068.31
2023-08-21,PC_SOAP_REG,Personal Care,North,3620,119.98,0,0.0,434342.92
2023-08-28,PC_SOAP_REG,Personal Care,North,3739,128.42,0,0.0,480163.58
2023-09-04,PC_SOAP_REG,Personal Care,North,3226,127.33,0,0.0,410779.37
2023-09-11,PC_SOAP_REG,Personal Care,North,8762,82.22,1,0.35,720387.9
2023-09-18,PC_SOAP_REG,Personal Care,North,9696,78.9,1,0.35,765044.51
2023-09-25,PC_SOAP_REG,Personal Care,North,7725,78.68,1,0.35,607782.55
2023-10-02,PC_SOAP_REG,Personal Care,North,3657,127.56,0,0.0,466472.93
2023-10-09,PC_SOAP_REG,Personal Care,North,3459,122.8,0,0.0,424766.32
2023-10-16,PC_SOAP_REG,Personal Care,North,4808,118.17,0,0.0,568170.1
2023-10-23,PC_SOAP_REG,Personal Care,North,4928,121.34,0,0.0,597947.36
2023-10-30,PC_SOAP_REG,Personal Care,North,4216,124.03,0,0.0,522907.22
2023-11-06,PC_SOAP_REG,Personal Care,North,4564,125.93,0,0.0,574739.17
2023-11-13,PC_SOAP_REG,Personal Care,North,4494,123.16,0,0.0,553495.0
2023-11-20,PC_SOAP_REG,Personal Care,North,4619,116.43,0,0.0,537786.83
2023-11-27,PC_SOAP_REG,Personal Care,North,3509,131.81,0,0.0,462522.15
2023-12-04,PC_SOAP_REG,Personal Care,North,3714,123.83,0,0.0,459917.34
2023-12-11,PC_SOAP_REG,Personal Care,North,3722,123.44,0,0.0,459434.35
2023-12-18,PC_SOAP_REG,Personal Care,North,3271,125.48,0,0.0,410459.37
2023-12-25,PC_SOAP_REG,Personal Care,North,3885,132.52,0,0.0,514827.15
2024-01-01,PC_SOAP_REG,Personal Care,North,2821,126.21,0,0.0,356044.84
2024-01-08,PC_SOAP_REG,Personal Care,North,2962,123.11,0,0.0,364646.82
2024-01-15,PC_SOAP_REG,Personal Care,North,3412,117.96,0,0.0,402477.93
2024-01-22,PC_SOAP_REG,Personal Care,North,3355,117.68,0,0.0,394809.55
2024-01-29,PC_SOAP_REG,Personal Care,North,3311,122.24,0,0.0,404738.42
2024-02-05,PC_SOAP_REG,Personal Care,North,3398,124.46,0,0.0,422931.96
2024-02-12,PC_SOAP_REG,Personal Care,North,4102,116.06,0,0.0,476096.7
2024-02-19,PC_SOAP_REG,Personal Care,North,2597,129.58,0,0.0,336518.4
2024-02-26,PC_SOAP_REG,Personal Care,North,3013,130.38,0,0.0,392847.04
2024-03-04,PC_SOAP_REG,Personal Care,North,4374,115.17,0,0.0,503761.4
2024-03-11,PC_SOAP_REG,Personal Care,North,3024,119.18,0,0.0,360406.23
2024-03-18,PC_SOAP_REG,Personal Care,North,2286,126.13,0,0.0,288330.08
2024-03-25,PC_SOAP_REG,Personal Care,North,2222,119.88,0,0.0,266364.54
2024-04-01,PC_SOAP_REG,Personal Care,North,3102,118.31,0,0.0,366997.75
2024-04-08,PC_SOAP_REG,Personal Care,North,4633,122.84,0,0.0,569129.37
2024-04-15,PC_SOAP_REG,Personal Care,North,3604,121.41,0,0.0,437559.57
2024-04-22,PC_SOAP_REG,Personal Care,North,3805,123.16,0,0.0,468621.46
2024-04-29,PC_SOAP_REG,Personal Care,North,3390,126.44,0,0.0,428624.92
2024-05-06,PC_SOAP_REG,Personal Care,North,4985,116.99,0,0.0,583188.61
2024-05-13,PC_SOAP_REG,Personal Care,North,4230,120.23,0,0.0,508561.9
2024-05-20,PC_SOAP_REG,Personal Care,North,3462,125.63,0,0.0,434936.56
2024-05-27,PC_SOAP_REG,Personal Care,North,4955,123.75,0,0.0,613190.79
2024-06-03,PC_SOAP_REG,Personal Care,North,4997,112.74,0,0.0,563355.07
2024-06-10,PC_SOAP_REG,Personal Care,North,4529,114.9,0,0.0,520364.42
2024-06-17,PC_SOAP_REG,Personal Care,North,4192,117.82,0,0.0,493911.55
2024-06-24,PC_SOAP_REG,Personal Care,North,4371,114.2,0,0.0,499178.37
2024-07-01,PC_SOAP_REG,Personal Care,North,3251,124.22,0,0.0,403842.01
2024-07-08,PC_SOAP_REG,Personal Care,North,4305,116.08,0,0.0,499737.59
2024-07-15,PC_SOAP_REG,Personal Care,North,3610,129.86,0,0.0,468807.95
2024-07-22,PC_SOAP_REG,Personal Care,North,3596,115.86,0,0.0,416627.09
2024-07-29,PC_SOAP_REG,Personal Care,North,3487,124.81,0,0.0,435228.25
2024-08-05,PC_SOAP_REG,Personal Care,North,4123,117.79,0,0.0,485651.61
2024-08-12,PC_SOAP_REG,Personal Care,North,3531,120.8,0,0.0,426543.69
2024-08-19,PC_SOAP_REG,Personal Care,North,2654,133.51,0,0.0,354346.5
2024-08-26,PC_SOAP_REG,Personal Care,North,2731,122.67,0,0.0,335018.07
2024-09-02,PC_SOAP_REG,Personal Care,North,3766,120.88,0,0.0,455239.74
2024-09-09,PC_SOAP_REG,Personal Care,North,3788,122.72,0,0.0,464861.5
2024-09-16,PC_SOAP_REG,Personal Care,North,4358,113.16,0,0.0,493155.93
2024-09-23,PC_SOAP_REG,Personal Care,North,8992,78.49,1,0.35,705812.38
2024-09-30,PC_SOAP_REG,Personal Care,North,10618,82.44,1,0.35,875296.19
2024-10-07,PC_SOAP_REG,Personal Care,North,11841,76.49,1,0.35,905721.43
2024-10-14,PC_SOAP_REG,Personal Care,North,4273,122.76,0,0.0,524558.66
2024-10-21,PC_SOAP_REG,Personal Care,North,5369,118.78,0,0.0,637717.48
2024-10-28,PC_SOAP_REG,Personal Care,North,4062,120.74,0,0.0,490463.84
2024-11-04,PC_SOAP_REG,Personal Care,North,4491,125.37,0,0.0,563048.78
2024-11-11,PC_SOAP_REG,Personal Care,North,4066,130.93,0,0.0,532343.69
2024-11-18,PC_SOAP_REG,Personal Care,North,5239,116.12,0,0.0,608356.35
2024-11-25,PC_SOAP_REG,Personal Care,North,4413,124.76,0,0.0,550580.32
2024-12-02,PC_SOAP_REG,Personal Care,North,4362,119.48,0,0.0,521177.68
2024-12-09,PC_SOAP_REG,Personal Care,North,3890,123.82,0,0.0,481675.34
2024-12-16,PC_SOAP_REG,Personal Care,North,3937,123.25,0,0.0,485245.01
2024-12-23,PC_SOAP_REG,Personal Care,North,4280,119.18,0,0.0,510085.26
2023-01-02,PC_SOAP_REG,Personal Care,South,3170,125.49,0,0.0,397800.87
2023-01-09,PC_SOAP_REG,Personal Care,South,2601,121.53,0,0.0,316107.57
2023-01-16,PC_SOAP_REG,Personal Care,South,3377,118.91,0,0.0,401557.37
2023-01-23,PC_SOAP_REG,Personal Care,South,3403,115.43,0,0.0,392824.45
2023-01-30,PC_SOAP_REG,Personal Care,South,3161,118.13,0,0.0,373412.55
2023-02-06,PC_SOAP_REG,Personal Care,South,3316,116.38,0,0.0,385900.34
2023-02-13,PC_SOAP_REG,Personal Care,South,3206,112.75,0,0.0,361475.36
2023-02-20,PC_SOAP_REG,Personal Care,South,3361,107.18,0,0.0,360231.9
2023-02-27,PC_SOAP_REG,Personal Care,South,3130,114.76,0,0.0,359190.46
2023-03-06,PC_SOAP_REG,Personal Care,South,3021,119.95,0,0.0,362361.67
2023-03-13,PC_SOAP_REG,Personal Care,South,3036,123.8,0,0.0,375848.33
2023-03-20,PC_SOAP_REG,Personal Care,South,2960,122.8,0,0.0,363495.21
2023-03-27,PC_SOAP_REG,Personal Care,South,3452,115.39,0,0.0,398325.12
2023-04-03,PC_SOAP_REG,Personal Care,South,2821,131.06,0,0.0,369725.41
2023-04-10,PC_SOAP_REG,Personal Care,South,3913,117.59,0,0.0,460136.31
2023-04-17,PC_SOAP_REG,Personal Care,South,3443,121.82,0,0.0,419442.5
2023-04-24,PC_SOAP_REG,Personal Care,South,3563,111.08,0,0.0,395783.35
2023-05-01,PC_SOAP_REG,Personal Care,South,4071,111.68,0,0.0,454662.04
2023-05-08,PC_SOAP_REG,Personal Care,South,4634,114.86,0,0.0,532245.64
2023-05-15,PC_SOAP_REG,Personal Care,South,4341,115.29,0,0.0,500463.91
2023-05-22,PC_SOAP_REG,Personal Care,South,2875,120.32,0,0.0,345929.25
2023-05-29,PC_SOAP_REG,Personal Care,South,3715,118.13,0,0.0,438854.67
2023-06-05,PC_SOAP_REG,Personal Care,South,3996,106.33,0,0.0,424890.12
2023-06-12,PC_SOAP_REG,Personal Care,South,2796,126.36,0,0.0,353294.52
2023-06-19,PC_SOAP_REG,Personal Care,South,3549,116.77,0,0.0,414422.29
2023-06-26,PC_SOAP_REG,Personal Care,South,4184,112.92,0,0.0,472459.34
2023-07-03,PC_SOAP_REG,Personal Care,South,3096,121.25,0,0.0,375380.83
2023-07-10,PC_SOAP_REG,Personal Care,South,4351,108.01,0,0.0,469960.71
2023-07-17,PC_SOAP_REG,Personal Care,South,4693,109.06,0,0.0,511806.57
2023-07-24,PC_SOAP_REG,Personal Care,South,3795,115.71,0,0.0,439131.01
2023-07-31,PC_SOAP_REG,Personal Care,South,3446,111.89,0,0.0,385565.7
2023-08-07,PC_SOAP_REG,Personal Care,South,3740,114.21,0,0.0,427135.08
2023-08-14,PC_SOAP_REG,Personal Care,South,2990,120.72,0,0.0,360960.68
2023-08-21,PC_SOAP_REG,Personal Care,South,3836,117.73,0,0.0,451614.51
2023-08-28,PC_SOAP_REG,Personal Care,South,3492,125.12,0,0.0,436932.11
2023-09-04,PC_SOAP_REG,Personal Care,South,3092,128.23,0,0.0,396471.93
2023-09-11,PC_SOAP_REG,Personal Care,South,9748,78.81,1,0.35,768285.87
2023-09-18,PC_SOAP_REG,Personal Care,South,8713,76.59,1,0.35,667331.47
2023-09-25,PC_SOAP_REG,Personal Care,South,9294,71.56,1,0.35,665120.73
2023-10-02,PC_SOAP_REG,Personal Care,South,4333,113.32,0,0.0,491009.21
2023-10-09,PC_SOAP_REG,Personal Care,South,4921,121.16,0,0.0,596223.83
2023-10-16,PC_SOAP_REG,Personal Care,South,4285,119.59,0,0.0,512442.78
2023-10-23,PC_SOAP_REG,Personal Care,South,3880,120.98,0,0.0,469402.15
2023-10-30,PC_SOAP_REG,Personal Care,South,4340,120.73,0,0.0,523951.85
2023-11-06,PC_SOAP_REG,Personal Care,South,5388,109.75,0,0.0,591307.93
2023-11-13,PC_SOAP_REG,Personal Care,South,3596,117.7,0,0.0,423246.01
2023-11-20,PC_SOAP_REG,Personal Care,South,4528,115.52,0,0.0,523056.15
2023-11-27,PC_SOAP_REG,Personal Care,South,4753,114.36,0,0.0,543532.7
